44.3235738, -68.2191724
44.3236730, -68.2194089
44.3237364, -68.2194974
44.3238132, -68.2193881
44.3240404, -68.2191398
44.3240694, -68.2192855
44.3241231, -68.2193861
44.3241811, -68.2196172
44.3242926, -68.2198491
44.3244294, -68.2199923
44.3244509, -68.2200762
44.3246101, -68.2201707
44.3248100, -68.2202059
44.3248659, -68.2201967
44.3250262, -68.2201891
44.3251158, -68.2202142
44.3253211, -68.2201178
44.3254389, -68.2201494
44.3256025, -68.2202047
44.3256933, -68.2202437
44.3258187, -68.2202018
44.3258687, -68.2201913
44.3260051, -68.2201779
44.3261113, -68.2201404
44.3262302, -68.2202275
44.3263301, -68.2203092
44.3264325, -68.2204161
44.3264947, -68.2204719
44.3266313, -68.2203976
44.3267680, -68.2203242
44.3269716, -68.2203077
44.3271784, -68.2202491
44.3272874, -68.2202591
44.3274611, -68.2203430
44.3276424, -68.2201917
44.3277857, -68.2202198
44.3278827, -68.2201922
44.3280301, -68.2201148
44.3281944, -68.2201870
44.3282981, -68.2203035
44.3283893, -68.2204865
44.3285066, -68.2205317
44.3285975, -68.2205366
44.3287404, -68.2205928
44.3289525, -68.2207034
44.3291523, -68.2208016
44.3292628, -68.2208171
44.3293984, -68.2208105
44.3294925, -68.2210162
44.3296634, -68.2211034
44.3297223, -68.2212010
44.3297498, -68.2212584
44.3300148, -68.2213365
44.3301276, -68.2213763
44.3302452, -68.2213758
44.3303778, -68.2213294
44.3304864, -68.2212759
44.3306183, -68.2212513
44.3307490, -68.2213031
44.3308518, -68.2213234
44.3309091, -68.2214268
44.3310082, -68.2215228
44.3310675, -68.2216198
44.3311774, -68.2218042
44.3312517, -68.2219461
44.3312911, -68.2221123
44.3314281, -68.2222300
44.3315394, -68.2222721
44.3316944, -68.2223861
44.3316754, -68.2225148
44.3317713, -68.2226843
44.3318445, -68.2227702
44.3319190, -68.2228704
44.3319515, -68.2229904
44.3320198, -68.2230582
44.3321224, -68.2230807
44.3322278, -68.2230528
44.3323346, -68.2230907
44.3325002, -68.2232028
44.3325822, -68.2233492
44.3327347, -68.2234317
44.3328212, -68.2235722
44.3329297, -68.2237199
44.3330790, -68.2238466
44.3332029, -68.2240616
44.3333494, -68.2242201
44.3334364, -68.2242686
44.3335265, -68.2245192
44.3336882, -68.2245650
44.3338032, -68.2246255
44.3338908, -68.2246813
44.3340361, -68.2248606
44.3341731, -68.2249819
44.3342134, -68.2250309
44.3342823, -68.2250638
44.3343202, -68.2251452
44.3343564, -68.2251837
44.3343933, -68.2252812
44.3344926, -68.2253104
44.3345543, -68.2253777
44.3346615, -68.2253692
44.3347226, -68.2254895
44.3348243, -68.2255039
44.3349817, -68.2256595
44.3351339, -68.2258945
44.3353057, -68.2257856
44.3355083, -68.2258452
44.3357648, -68.2259582
44.3360420, -68.2261073
44.3362809, -68.2262482
44.3364892, -68.2263057
44.3367216, -68.2262142
44.3369516, -68.2263037
44.3371597, -68.2262843
44.3373521, -68.2264508
44.3374713, -68.2265319
44.3376133, -68.2266350
44.3377144, -68.2266664
44.3377989, -68.2267072
44.3378650, -68.2267103
44.3379144, -68.2266155
44.3380068, -68.2266074
44.3381742, -68.2265162
44.3383105, -68.2266319
44.3383995, -68.2267274
44.3383535, -68.2267861
44.3384583, -68.2269089
44.3385425, -68.2269556
44.3386514, -68.2268814
44.3387802, -68.2267255
44.3389420, -68.2267020
44.3390892, -68.2266988
44.3391660, -68.2268919
44.3392350, -68.2270731
44.3392666, -68.2272615
44.3392615, -68.2273925
44.3393020, -68.2274233
44.3392681, -68.2275921
44.3392956, -68.2278123
44.3393351, -68.2279368
44.3394165, -68.2281246
44.3396725, -68.2283958
44.3398738, -68.2285866
44.3400691, -68.2286870
44.3404036, -68.2284382
44.3406215, -68.2286162
44.3407885, -68.2287263
44.3412218, -68.2288031
44.3415319, -68.2289184
44.3417851, -68.2291045
44.3420049, -68.2292314
44.3422665, -68.2293831
44.3425133, -68.2295455
44.3427931, -68.2296241
44.3429088, -68.2297818
44.3430942, -68.2298040
44.3433860, -68.2298678
44.3435983, -68.2299205
44.3438896, -68.2298310
44.3442064, -68.2297271
44.3444879, -68.2296605
44.3448062, -68.2295328
44.3451451, -68.2294616
44.3454180, -68.2294642
44.3457129, -68.2294335
44.3459520, -68.2293459
44.3462831, -68.2293806
44.3464053, -68.2294541
44.3466220, -68.2294147
44.3469487, -68.2293350
44.3471313, -68.2293190
44.3473554, -68.2292976
44.3474361, -68.2291714
44.3474958, -68.2289372
44.3477123, -68.2288210
44.3478438, -68.2288183
44.3479806, -68.2288745
44.3480873, -68.2286545
44.3482262, -68.2287106
44.3483813, -68.2287295
44.3484571, -68.2287155
44.3485561, -68.2287684
44.3486316, -68.2287046
44.3487206, -68.2287186
44.3488036, -68.2286839
44.3489607, -68.2286673
44.3490626, -68.2285876
44.3490876, -68.2285609
44.3491471, -68.2285659
44.3491499, -68.2285211
44.3492397, -68.2284794
44.3493558, -68.2284976
44.3494313, -68.2284950
44.3495052, -68.2285575
44.3495779, -68.2286117
44.3496589, -68.2286840
44.3497662, -68.2286036
44.3498436, -68.2286109
44.3499239, -68.2285149
44.3499861, -68.2283294
44.3500587, -68.2281839
44.3500232, -68.2279701
44.3500967, -68.2278339
44.3501223, -68.2277505
44.3501824, -68.2277023
44.3502991, -68.2277479
44.3503492, -68.2276046
44.3504049, -68.2274510
44.3505073, -68.2273635
44.3505328, -68.2272287
44.3506351, -68.2272864
44.3506867, -68.2271002
44.3507870, -68.2269941
44.3508614, -68.2268951
44.3509842, -68.2268692
44.3510286, -68.2267645
44.3510593, -68.2266362
44.3510904, -68.2265356
44.3511593, -68.2264679
44.3512116, -68.2263912
44.3511265, -68.2262776
44.3510653, -68.2261524
44.3510491, -68.2259678
44.3512762, -68.2264446
44.3513362, -68.2265542
44.3513354, -68.2262958
44.3515911, -68.2262089
44.3518521, -68.2260817
44.3520772, -68.2258238
44.3522932, -68.2254760
44.3521970, -68.2251015
44.3522517, -68.2247093
44.3523211, -68.2245606
44.3519356, -68.2238405
44.3518077, -68.2235093
